0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,4.46627
3.5,38.315885
4,72.1655
4.5,118.42025
5,164.675
5.5,232.348
6,300.021
6.5,394.6735
7,489.326
7.5,619.646
8,749.966
8.5,907.153
9,1064.34
9.5,1215.155
10,1365.97
10.5,1433.29
11,1500.61
11.5,1500.61
12,1500.61
12.5,1500.61
13,1500.61
13.5,1500.61
14,1500.61
14.5,1500.61
15,1500.61
15.5,1500.61
16,1500.61
16.5,1500.61
17,1500.61
17.5,1500.61
18,1500.61
18.5,1500.61
19,1500.61
19.5,1500.61
20,1500.61
