Name,TimeDate,power,baro,windspeed1,windspeed2,winddirection,temp,power_max,power_min,power_dev,baro_max,baro_min,baro_dev,windspeed1_max,windspeed1_min,windspeed1_dev,windspeed2_max,windspeed2_min,windspeed2_dev,winddirection_max,winddirection_min,winddirection_dev,temp_max,temp_min,temp_std,grid,fault,grid_max,grid_min,grid_std,fault_max,fault_min,fault_std,windcha,tlqd,K_temp,md,v3,cp
1,2016/11/10 16:20,1230.5,976.33,10.12,9.91,204.94,4.96,1500.92,780.51,222.55,976.55,976.08,2.36,14.22,5.95,1.4,13.45,6.17,1.29,222.33,186.6,6.11,5.05,4.85,0.04,1.0,0,1,1,0.0,0,0,0,0.21,0.138339920949,278.11,1.22298879469,1036.433728,0.0017815793192
1,2016/11/10 9:50,1315.98,980.85,10.15,9.94,206.54,3.49,1497.46,937.67,149.11,980.96,980.66,0.0,13.04,7.23,1.2,12.72,7.16,1.09,226.57,181.05,6.64,3.5,3.24,0.06,1.0,0,1,1,0.0,0,0,0,0.21,0.118226600985,276.64,1.23517948328,1045.678375,0.00186985811337
1,2016/11/10 19:10,1286.84,976.02,10.2,10.05,214.64,3.29,1494.95,786.17,194.92,976.47,975.76,1.73,12.69,7.33,1.01,12.57,7.31,0.97,231.82,195.08,5.51,3.31,3.21,0.01,1.0,0,1,1,0.0,0,0,0,0.15,0.0990196078431,276.44,1.22998632097,1061.208,0.00180930305
1,2016/11/10 14:40,1251.67,976.99,10.25,10.07,207.93,4.83,1500.92,594.13,210.29,977.21,976.74,1.73,13.34,7.44,0.99,12.57,7.31,0.9,222.66,188.1,5.09,4.87,4.8,0.02,1.0,0,1,1,0.0,0,0,0,0.18,0.0965853658537,277.98,1.22438786528,1076.890625,0.00174215499495
1,2016/11/10 14:30,1239.46,977.1,10.25,10.09,208.58,4.83,1500.92,778.0,193.05,977.41,976.88,1.31,12.84,6.99,0.97,12.89,7.03,0.89,231.8,185.29,6.53,4.88,4.8,0.02,1.0,0,1,1,0.0,0,0,0,0.16,0.0946341463415,277.98,1.22452571998,1076.890625,0.00172496611466
1,2016/11/10 16:10,1276.4,976.35,10.27,10.08,202.14,4.88,1506.26,782.71,215.61,976.55,976.08,2.33,15.56,6.45,1.52,14.72,6.98,1.31,225.17,181.52,7.05,5.04,4.83,0.04,1.0,0,1,1,0.0,0,0,0,0.19,0.148003894839,278.03,1.22336575592,1083.206683,0.0017676924425
1,2016/11/10 17:40,1349.02,976.23,10.28,10.08,206.12,4.08,1503.12,991.1,146.66,976.5,976.01,2.07,13.93,7.39,1.11,13.27,7.66,1.04,223.06,187.72,5.92,4.17,3.98,0.04,1.0,0,1,1,0.0,0,0,0,0.2,0.107976653696,277.23,1.22674521716,1086.373952,0.00185768567044
1,2016/11/10 21:40,1309.91,975.66,10.32,10.18,216.31,2.76,1502.17,769.2,200.27,975.86,975.4,0.0,13.36,7.29,1.16,13.16,7.21,1.13,240.49,195.27,5.54,2.84,2.74,0.03,1.0,0,1,1,0.0,0,0,0,0.14,0.112403100775,275.91,1.23189447601,1099.104768,0.00177548259004
1,2016/11/10 18:50,1317.16,976.38,10.35,10.21,216.03,3.3,1498.09,836.77,181.54,976.49,976.01,1.85,13.53,7.88,1.12,13.02,7.71,1.05,237.94,199.91,5.74,3.3,3.19,0.04,1.0,0,1,1,0.0,0,0,0,0.14,0.108212560386,276.45,1.23039548656,1108.717875,0.00177198611634
1,2016/11/10 10:10,1307.69,980.73,10.4,10.21,211.71,4.02,1503.75,739.34,215.29,980.97,980.49,1.6,13.19,7.11,1.24,12.91,6.96,1.18,228.19,192.64,6.67,4.03,3.73,0.09,1.0,0,1,1,0.0,0,0,0,0.19,0.119230769231,277.17,1.23266676658,1124.864,0.00173079908765
1,2016/11/10 14:20,1309.62,977.18,10.44,10.27,211.49,4.87,1504.37,625.56,241.01,977.41,976.93,0.0,13.58,6.5,1.36,13.31,6.32,1.26,231.42,187.7,6.41,4.96,4.85,0.04,1.0,0,1,1,0.0,0,0,0,0.17,0.130268199234,278.02,1.22444978545,1137.893184,0.00172500510037
1,2016/11/10 9:20,1298.61,981.14,10.46,10.23,207.13,3.11,1492.43,769.83,209.36,981.33,980.87,0.0,13.98,7.39,1.19,13.22,7.36,1.06,228.56,187.19,5.75,3.12,2.95,0.05,1.0,0,1,1,0.0,0,0,0,0.23,0.113766730402,276.26,1.23724419008,1144.445336,0.00168312288988
1,2016/11/10 9:10,1219.64,981.27,10.49,10.23,206.38,2.95,1493.69,702.88,239.15,981.53,981.04,0.0,13.78,7.98,1.15,13.46,7.71,1.09,228.59,188.36,5.99,3.04,2.78,0.05,1.0,0,1,1,0.0,0,0,0,0.26,0.10962821735,276.1,1.23812520184,1154.320649,0.00156613137896
1,2016/11/10 17:30,1316.68,976.28,10.5,10.24,205.02,4.06,1501.23,757.88,206.48,976.54,976.03,1.85,14.66,6.74,1.35,14.3,7.11,1.23,219.75,185.22,6.02,4.16,4.06,0.02,1.0,0,1,1,0.0,0,0,0,0.26,0.128571428571,277.21,1.22689655901,1157.625,0.00170134329274
1,2016/11/10 10:30,1352.39,980.45,10.67,10.49,211.91,4.02,1497.77,888.64,172.3,980.61,980.13,1.39,14.52,6.84,1.46,14.55,6.76,1.41,232.08,189.5,6.58,4.11,3.96,0.05,1.0,0,1,1,0.0,0,0,0,0.18,0.136832239925,277.17,1.23231483822,1214.767763,0.00165796200916
1,2016/11/10 10:00,1299.99,980.84,10.67,10.47,208.69,3.73,1509.09,751.6,216.27,981.15,980.53,0.0,14.67,7.14,1.43,14.4,6.81,1.36,230.23,187.91,6.52,3.73,3.48,0.09,1.0,0,1,1,0.0,0,0,0,0.2,0.134020618557,276.88,1.23409624582,1214.767763,0.00159142172425
1,2016/11/10 19:00,1366.73,976.26,10.74,10.56,214.14,3.28,1500.29,975.7,137.08,976.47,976.03,2.01,13.93,8.38,1.03,13.56,8.15,0.98,235.64,197.14,5.45,3.31,3.21,0.03,1.0,0,1,1,0.0,0,0,0,0.18,0.0959031657356,276.43,1.23033327676,1238.833224,0.00164563938557
1,2016/11/10 21:20,1398.22,975.74,10.78,10.54,213.13,2.84,1498.4,1028.82,123.94,975.88,975.55,0.0,13.1,8.03,1.12,12.71,7.71,1.01,233.46,192.29,5.41,3.0,2.82,0.03,1.0,0,1,1,0.0,0,0,0,0.24,0.103896103896,275.99,1.23163837308,1252.726552,0.00166311996136
1,2016/11/10 21:30,1400.33,975.7,10.8,10.58,214.32,2.83,1497.46,1005.87,129.36,975.86,975.53,0.0,13.08,7.98,0.99,12.81,7.9,0.89,237.65,195.34,5.51,2.93,2.73,0.03,1.0,0,1,1,0.0,0,0,0,0.22,0.0916666666667,275.98,1.23163250863,1259.712,0.00165640122579
1,2016/11/10 18:40,1426.71,976.4,10.81,10.67,216.36,3.29,1499.97,1014.05,112.42,976.49,976.06,1.7,13.48,8.28,1.08,13.26,8.1,1.01,233.95,198.34,5.88,3.39,3.27,0.04,1.0,0,1,1,0.0,0,0,0,0.14,0.099907493062,276.44,1.23046519927,1263.214441,0.00168452262459
1,2016/11/10 17:20,1425.92,976.3,10.93,10.69,209.01,4.09,1501.86,1038.56,106.23,976.55,976.06,1.93,13.92,7.97,1.21,13.71,7.71,1.13,228.59,189.22,5.66,4.34,4.06,0.08,1.0,0,1,1,0.0,0,0,0,0.24,0.110704483074,277.24,1.22678892855,1305.751357,0.00163362505967
1,2016/11/10 11:20,1325.05,979.62,10.97,10.76,209.47,4.52,1500.29,709.48,194.48,979.8,979.31,0.98,13.78,7.73,1.13,13.41,7.61,1.06,231.73,189.13,6.17,4.52,4.33,0.06,1.0,0,1,1,0.0,0,0,0,0.21,0.103008204193,277.67,1.22905447286,1320.139673,0.00149874867508
1,2016/11/10 11:30,1337.31,979.36,10.99,10.74,208.05,4.68,1500.29,780.83,210.15,979.6,978.96,0.0,15.19,7.59,1.5,14.18,7.47,1.41,230.23,186.27,5.91,4.69,4.51,0.04,1.0,0,1,1,0.0,0,0,0,0.25,0.136487716106,277.83,1.22802065624,1327.373299,0.00150563916424
1,2016/11/10 18:30,1421.24,976.37,11.0,10.8,215.19,3.37,1497.15,924.47,128.82,976.49,976.19,1.67,14.67,7.44,1.46,14.18,7.59,1.39,233.88,194.54,6.37,3.56,3.28,0.06,1.0,0,1,1,0.0,0,0,0,0.2,0.132727272727,276.52,1.23007141815,1331.0,0.00159311306494
1,2016/11/10 13:50,1420.62,977.37,11.05,10.85,213.41,4.96,1505.0,949.3,135.31,977.61,977.13,0.0,14.53,7.44,1.49,14.22,7.61,1.38,234.47,193.77,6.62,4.96,4.83,0.04,1.0,0,1,1,0.0,0,0,0,0.2,0.134841628959,278.11,1.22429153899,1349.232625,0.00157831543063
1,2016/11/10 11:00,1387.09,980.09,11.14,10.87,209.49,4.35,1501.23,950.87,142.41,980.38,979.74,1.7,14.31,7.74,1.21,13.83,7.56,1.12,231.42,192.11,6.5,4.36,4.26,0.02,1.0,0,1,1,0.0,0,0,0,0.27,0.108617594255,277.5,1.23039744151,1382.469544,0.00149654992324
1,2016/11/10 12:20,1415.14,978.69,11.17,10.94,210.15,4.83,1503.12,828.92,143.28,978.83,978.35,1.85,14.32,8.08,1.36,14.15,8.0,1.24,230.58,187.4,6.98,4.97,4.73,0.05,1.0,0,1,1,0.0,0,0,0,0.23,0.12175470009,277.98,1.22651834704,1393.668613,0.00151933449625
1,2016/11/10 16:50,1450.75,976.19,11.17,10.88,204.73,4.96,1510.03,1085.08,91.99,976.36,975.89,2.14,15.69,8.03,1.27,15.58,8.45,1.18,225.75,174.18,6.77,4.97,4.86,0.02,1.0,0,1,1,0.0,0,0,0,0.29,0.11369740376,278.11,1.22281342526,1393.668613,0.00156228557139
1,2016/11/10 10:50,1416.34,980.28,11.2,10.94,211.01,4.35,1496.2,1010.59,119.22,980.59,980.08,1.76,14.82,8.13,1.21,14.4,8.15,1.12,229.55,189.32,6.7,4.36,4.1,0.05,1.0,0,1,1,0.0,0,0,0,0.26,0.108035714286,277.5,1.23063596605,1404.928,0.00150338914187
1,2016/11/10 14:10,1433.49,976.56,11.33,11.11,214.06,4.96,1507.2,1061.19,112.48,977.41,592.32,15.69,14.92,8.03,1.38,14.93,8.05,1.3,236.01,194.5,6.06,5.04,4.85,0.02,1.0,0,1,1,0.0,0,0,0,0.22,0.121800529568,278.11,1.2232769016,1454.419637,0.00147865795104
1,2016/11/10 10:40,1426.86,980.33,11.35,11.12,211.86,4.19,1507.52,948.98,121.43,980.58,980.07,0.65,15.14,7.24,1.33,14.72,7.36,1.26,230.3,186.95,6.12,4.19,3.97,0.05,1.0,0,1,1,0.0,0,0,0,0.23,0.11718061674,277.34,1.2314087371,1462.135375,0.00145438406707
1,2016/11/10 12:00,1350.55,978.95,11.35,11.1,210.54,4.89,1500.29,801.57,191.83,979.22,978.61,0.86,14.6,7.54,1.42,14.48,7.61,1.33,230.58,188.24,6.02,4.89,4.67,0.05,1.0,0,1,1,0.0,0,0,0,0.25,0.125110132159,278.04,1.226579437,1462.135375,0.00138202202105
1,2016/11/10 17:50,1408.32,976.13,11.38,11.07,207.02,4.09,1500.92,1075.97,120.19,976.32,975.89,2.92,15.11,7.24,1.28,14.26,7.55,1.16,227.95,189.48,5.85,4.09,3.95,0.04,1.0,0,1,1,0.0,0,0,0,0.31,0.112478031634,277.24,1.22657531171,1473.760072,0.00142977566751
1,2016/11/10 16:30,1421.81,976.27,11.42,11.15,206.07,4.86,1505.63,1009.33,122.89,976.55,976.04,2.26,15.43,7.88,1.46,15.42,7.75,1.36,226.57,185.19,7.12,5.05,4.85,0.04,1.0,0,1,1,0.0,0,0,0,0.27,0.127845884413,278.01,1.22335351753,1489.355288,0.00143211811357
1,2016/11/10 11:40,1386.27,979.11,11.45,11.11,205.51,4.67,1495.57,931.38,161.58,979.39,978.9,0.0,14.93,8.33,1.02,14.06,8.1,0.9,225.54,187.04,6.11,4.77,4.66,0.04,1.0,0,1,1,0.0,0,0,0,0.34,0.0890829694323,277.82,1.22775137169,1501.123625,0.001380411272
1,2016/11/10 12:40,1392.81,978.23,11.51,11.29,211.98,4.88,1507.83,862.86,157.82,978.43,977.94,1.27,15.02,7.11,1.49,14.66,7.41,1.42,227.88,189.22,6.22,5.05,4.83,0.06,1.0,0,1,1,0.0,0,0,0,0.22,0.12945264987,278.03,1.22572139439,1524.845951,0.00136760820882
1,2016/11/10 11:10,1450.46,979.82,11.52,11.17,207.51,4.35,1497.15,912.21,105.69,980.18,979.49,0.0,15.57,8.53,1.26,14.98,8.35,1.13,233.98,182.59,6.24,4.44,4.27,0.03,1.0,0,1,1,0.0,0,0,0,0.35,0.109375,277.5,1.23005848559,1528.823808,0.00141550079659
1,2016/11/10 17:00,1423.01,976.16,11.58,11.27,206.86,4.82,1509.4,943.96,125.51,976.37,976.04,2.22,15.51,8.22,1.4,15.35,8.15,1.32,226.01,187.72,5.82,5.05,4.81,0.04,1.0,0,1,1,0.0,0,0,0,0.31,0.120898100173,277.97,1.22339169896,1552.836312,0.00137468851597
1,2016/11/10 12:10,1447.29,978.76,11.6,11.33,210.38,4.75,1512.23,1125.0,85.26,979.01,978.52,2.75,14.28,7.44,1.04,13.71,7.16,1.0,228.12,187.35,6.43,4.89,4.73,0.05,1.0,0,1,1,0.0,0,0,0,0.27,0.0896551724138,277.9,1.22695917994,1560.896,0.00138688049249
1,2016/11/10 13:00,1441.3,977.9,11.61,11.37,211.2,5.05,1508.77,939.87,107.98,978.22,977.61,0.0,15.71,7.19,1.6,14.99,7.29,1.54,235.66,185.94,6.83,5.05,4.86,0.05,1.0,0,1,1,0.0,0,0,0,0.24,0.137812230835,278.2,1.22455915432,1564.936281,0.00138027467044
1,2016/11/10 13:30,1421.37,977.58,11.64,11.42,212.37,4.87,1510.66,818.23,147.12,977.81,977.33,0.0,15.61,7.59,1.51,15.5,7.62,1.45,230.84,191.5,6.39,4.88,4.75,0.03,1.0,0,1,1,0.0,0,0,0,0.22,0.129725085911,278.02,1.22495100315,1577.098944,0.00135025889306
1,2016/11/10 16:40,1477.41,976.23,11.65,11.31,205.99,4.88,1499.03,1221.81,37.09,976.5,976.06,2.22,15.26,7.63,1.25,15.59,8.15,1.13,224.67,187.68,6.19,4.97,4.85,0.01,1.0,0,1,1,0.0,0,0,0,0.34,0.107296137339,278.03,1.22321539602,1581.167125,0.00140187044437
1,2016/11/10 18:10,1464.2,976.24,11.8,11.57,212.16,3.79,1506.89,1155.49,64.03,976.49,975.99,2.29,15.68,8.38,1.36,15.69,8.35,1.36,237.28,193.07,6.12,3.97,3.78,0.06,1.0,0,1,1,0.0,0,0,0,0.23,0.115254237288,276.94,1.22804239282,1643.032,0.00133176801893
1,2016/11/10 18:00,1471.97,976.17,11.84,11.54,209.68,3.95,1504.69,1224.64,42.95,976.49,975.81,2.29,16.01,8.43,1.32,15.84,8.3,1.27,227.93,192.15,6.33,4.09,3.94,0.05,1.0,0,1,1,0.0,0,0,0,0.3,0.111486486486,277.1,1.22724530593,1659.797504,0.00132617254318
1,2016/11/10 11:50,1399.09,978.96,11.84,11.58,206.58,4.68,1505.63,860.03,162.6,979.21,978.7,1.99,16.19,7.14,1.61,15.59,7.24,1.54,221.91,185.08,6.06,4.89,4.58,0.06,1.0,0,1,1,0.0,0,0,0,0.26,0.13597972973,277.83,1.22751909577,1659.797504,0.00126023010065
1,2016/11/10 12:30,1463.35,978.46,11.89,11.62,210.69,4.88,1504.06,1224.64,61.2,978.63,978.15,2.53,15.89,8.58,1.42,14.7,8.2,1.36,229.31,192.22,5.79,4.96,4.73,0.05,1.0,0,1,1,0.0,0,0,0,0.27,0.119428090833,278.03,1.2260095842,1680.914269,0.00130315580489
1,2016/11/10 10:20,1390.57,980.56,11.98,11.73,213.12,3.98,1494.95,673.02,186.4,980.91,980.28,2.53,15.41,7.74,1.57,15.35,7.66,1.49,228.19,192.95,5.27,4.11,3.89,0.02,1.0,0,1,1,0.0,0,0,0,0.25,0.131051752922,277.13,1.23263098387,1719.374392,0.00120413971785
1,2016/11/10 12:50,1469.54,978.01,12.06,11.76,210.68,4.88,1499.97,1080.37,62.24,978.24,977.72,0.0,15.32,8.13,1.43,14.58,8.05,1.3,237.19,188.22,6.58,4.97,4.83,0.02,1.0,0,1,1,0.0,0,0,0,0.3,0.118573797678,278.03,1.22544573457,1754.049816,0.00125467996755
1,2016/11/10 13:40,1467.5,977.5,12.42,12.2,213.11,4.87,1506.89,1144.17,62.84,977.79,977.15,0.0,15.27,7.83,1.57,15.39,7.9,1.54,234.75,194.35,5.65,4.88,4.75,0.02,1.0,0,1,1,0.0,0,0,0,0.22,0.126409017713,278.02,1.22485075961,1915.864488,0.00114767178983
1,2016/11/10 18:20,1483.91,976.26,12.48,12.19,212.62,3.55,1503.75,1375.82,10.92,976.5,976.01,2.12,16.11,8.82,1.37,16.01,8.7,1.35,231.47,193.98,5.64,3.79,3.53,0.06,1.0,0,1,1,0.0,0,0,0,0.29,0.109775641026,276.7,1.22913273471,1943.764992,0.00113986280009
1,2016/11/10 13:10,1464.36,977.78,12.71,12.43,211.4,4.87,1504.69,875.75,97.31,978.02,977.54,0.0,15.88,8.18,1.39,15.77,7.9,1.36,229.64,193.3,5.71,5.05,4.85,0.07,1.0,0,1,1,0.0,0,0,0,0.28,0.10936270653,278.02,1.225201612,2053.225511,0.00106829502583
1,2016/11/10 14:00,1483.81,977.2,12.8,12.61,214.24,4.96,1504.37,1267.07,19.3,977.43,976.95,0.0,16.18,9.27,1.35,16.34,9.19,1.36,229.08,199.72,5.57,5.04,4.85,0.03,1.0,0,1,1,0.0,0,0,0,0.19,0.10546875,278.11,1.22407859041,2097.152,0.00106078322384
1,2016/11/10 17:10,1483.49,976.22,12.87,12.57,207.72,4.33,1507.2,1286.56,17.11,976.5,975.89,2.24,17.89,8.67,1.66,17.6,8.96,1.59,228.63,187.44,6.75,4.84,4.33,0.15,1.0,0,1,1,0.0,0,0,0,0.3,0.128982128982,277.48,1.22562740681,2131.746903,0.00104202485637
1,2016/11/10 13:20,1472.78,977.69,13.14,12.86,212.3,4.87,1511.29,1064.97,62.29,978.02,977.35,1.08,17.35,8.46,1.37,16.8,8.6,1.38,228.98,189.08,5.35,4.88,4.83,0.02,1.0,0,1,1,0.0,0,0,0,0.28,0.104261796043,278.02,1.22508883802,2268.747144,0.000972460028673
