REGION,DATE,WEEK,HOLIDAY,Min_T,Max_T,AVG_T,RAIN,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,4:00:00,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,AVG_ELE,TOTAL_ELE
NSW,2015/7/6,1,0,6,17.3,11.65,0,8304.65,8047.97,7794.98,7555.35,7382.74,7075.6,6860.92,6765.81,6634.4,6726.66,6871.52,7203.33,7657.8,8489.77,9193.56,9727.49,10265.25,10473.53,10499.88,10403.37,10205.24,10040.53,9733.77,9491.92,9253.86,9149.19,9047.96,8942.63,8873.65,8859.5,8900.44,8972.89,9168.63,9553.81,10141.31,10914.65,11619.38,11677.38,11608.67,11342.16,11100.34,10906.32,10779.78,10489.26,10042.43,9932.92,9454.21,9240,9237.029375,443377.41
NSW,2015/7/7,2,0,7.8,14.7,11.25,0,9057.79,8814.32,8556.74,8360.73,8114.42,7767.74,7397.63,7234.91,7105.64,7115.46,7250.95,7562.07,8033.19,8823.02,9517.17,10004.33,10408.41,10558.77,10496.72,10390.87,10178.55,9968.36,9769.89,9646.95,9531.34,9555.55,9472.09,9419.33,9450.09,9549.29,9651.27,9772.11,9959.51,10204.37,10598.39,11246.69,11742.22,11788.16,11655.05,11362.73,11152.96,10935.33,10659.67,10479.92,10042.3,9904.11,9514.47,9272.86,9563.634167,459054.44
NSW,2015/7/8,3,0,7.9,16.5,12.2,9.6,9086.38,8840.16,8620.41,8412.78,8134.01,7770.14,7488.24,7254.47,7109.14,7094.59,7163.65,7528.2,7906.3,8736.69,9404.5,9837.15,10291.63,10514.56,10411.55,10294.84,10022.3,9817.53,9584.84,9378.58,9212.11,9113.33,9047.27,9021.58,8996.63,8999.33,9057.63,9165.84,9321.46,9580.03,10081.82,10780.96,11440.04,11533.73,11479.82,11207.27,11003.18,10813.07,10597.58,10382.27,10071.71,9980.7,9577.68,9326.06,9385.28625,450493.74
NSW,2015/7/9,4,0,6.6,17.6,12.1,0,9141.98,8871.08,8581.24,8400.85,8117.25,7803.05,7491.65,7246.53,7112.12,7086.04,7204.32,7529.68,7949.02,8695.21,9341.1,9819.14,10297.65,10537.84,10484.67,10271.9,10037.09,9792.68,9543.01,9264.18,9094.61,8923.77,8730.31,8741.5,8630.37,8627.81,8634.09,8756.52,8940.57,9212.81,9714.66,10441.53,11147.56,11274.68,11210.08,11060.37,10838.73,10690.96,10532.77,10250.08,9879.83,9715.97,9396.42,9171.63,9254.935625,444236.91
NSW,2015/7/10,5,0,7.3,16.9,12.1,0,9008.79,8709.1,8454.78,8234.84,7948.6,7618.74,7282.05,7058.53,6938.12,6946.83,7031.31,7354.28,7731.23,8432.09,9051.97,9569.85,10072.89,10300.71,10339.79,10270.92,10138.05,10075.45,9985.18,9741.27,9605.6,9519.18,9485.67,9345.96,9282.86,9298.66,9330.36,9443.22,9624.36,9984.7,10435.57,10932,11298.69,11210.97,11046.09,10799.08,10635.95,10435.06,10169.76,9966.14,9638.72,9545.3,9287.13,9151.44,9328.496667,447767.84
NSW,2015/7/11,6,0,6.6,19.9,13.25,0.8,9002.8,8694.24,8396.98,8129.51,7822.88,7432.67,7121.28,6839.46,6698.63,6642.89,6660.33,6768.56,6961.59,7296.19,7607.64,8007.38,8597.92,9065.34,9313.26,9408.99,9252.64,9140.69,8832.78,8582.78,8347.73,8147.02,8068.19,7908.37,7769.94,7742.86,7823.28,7930.26,8113.81,8488.95,9026.58,9569.23,10107.66,10124.17,10011.64,9740.96,9517.59,9357.78,9283.99,9106.43,9023.23,9001.3,8769.85,8638.86,8414.523125,403897.11
NSW,2015/7/12,7,0,7.1,15.1,11.1,2.8,8437.77,8111.11,7780.91,7564.9,7294.56,6988.84,6737.99,6547.21,6435.48,6344.87,6370.23,6448.38,6582.07,6799.98,7110.03,7480.04,8022.26,8557.08,8968.14,9290.76,9440.72,9391.46,9241.05,9105.76,8957.96,8841,8684.95,8579.99,8524.69,8519.26,8567.55,8740.58,8961.68,9329.4,9876.77,10492.4,11136.29,11301.5,11193.59,10907.66,10659.23,10530.44,10313.02,10082.25,9686.58,9361.31,8904.97,8647.42,8663.585208,415852.09
NSW,2015/7/13,1,0,8.1,16.9,12.5,6.6,8423.09,8097.79,7871.68,7641.68,7433.76,7086.55,6885.16,6695.28,6621.18,6685.13,6821.54,7214.61,7656.34,8440.73,9283.61,9816.33,10383.25,10691.04,10800.95,10864.3,10863.94,10751.85,10516.37,10233.5,9922.21,9738.89,9507.18,9397.2,9243.3,9187.63,9147.71,9157.91,9346.59,9604.93,10151.88,10906.59,11697.36,11772.29,11719.17,11425.11,11113.64,10841.95,10610.72,10251.11,9755,9545.38,9178.31,8934.3,9373.667083,449936.02
NSW,2015/7/14,2,0,8.6,17.6,13.1,0.4,8801.87,8555.88,8341.06,8162.86,7931.76,7573.62,7292.31,7017.72,6870.58,6826.78,6886.16,7309.72,7687.38,8506.54,9355.67,9917.39,10288.94,10223.13,9915.03,9711.54,9540.1,9345.59,9236.08,9023.4,8831.53,8734.53,8624.47,8563.55,8591.94,8546.01,8632.27,8703.27,8964.56,9353.34,9855.06,10626.05,11365.75,11514.83,11535.91,11309.9,11072.48,10816.42,10572.12,10276.22,9860.79,9681.44,9223.43,8996.83,9136.954375,438573.81
NSW,2015/7/15,3,0,6.2,16.8,11.5,0,8823.72,8535.5,8324,8225.52,7986.1,7664.41,7311.74,7072.57,6947.49,6918.49,7035.89,7413.81,7919.07,8791.04,9693.26,10258.07,10792.96,10768.42,10442.37,10324.77,10103.65,9865.23,9685.53,9459.72,9292.85,9214.78,9059.14,9074.55,9011.37,9029.52,9052.84,9100.72,9329.22,9678.05,10240.5,10999.87,11715.3,11788.26,11754.32,11494.17,11221.62,11030.05,10664.29,10289.21,9878.3,9717.89,9308.11,9053.69,9403.373958,451361.95
NSW,2015/7/16,4,0,8.3,13.4,10.85,6.2,8855.31,8580.06,8317.42,8136.15,7903.13,7553.73,7234.86,7000.16,6866.3,6914.61,7004.97,7381.2,7786.62,8632.89,9446.97,9989.67,10430.7,10523.52,10385.77,10355.68,10370.59,10400.62,10406.2,10296.37,10186.3,10031.82,9845.18,9762.35,9660.62,9621.63,9654.99,9643.09,9747.93,10043.78,10512.76,11278.31,12038.42,12137.29,12107.55,11885.56,11620.82,11416.48,11183.27,10773.45,10389.42,10205.33,9741.82,9462.33,9660.916667,463724
NSW,2015/7/17,5,0,6.2,14.3,10.25,17,9285.02,8976.72,8732.63,8514.51,8217.01,7837.24,7507.92,7171.17,7057.1,6976.47,7112.59,7420.65,7945.26,8871.74,9736.79,10472.45,11026.02,11337.14,11310.67,11345.24,11118.11,11063.18,10974.09,10729.92,10662.63,10546.79,10313.54,10213.39,10047.03,9903.1,9856.77,9885.38,10050.03,10348.62,10695.38,11249.07,11801.82,11804.72,11629.57,11380.12,11136.13,10983.08,10732.31,10445.15,10212.05,10132.11,9841.88,9658.6,9880.602292,474268.91
NSW,2015/7/18,6,0,6.6,14.6,10.6,1.2,9514.16,9154.04,8852.39,8560.66,8346.3,7911.62,7566.38,7320.03,7139.78,7024.28,7021.06,7118.07,7271.51,7646.95,7978.52,8464.78,9090.76,9516.63,9742.44,9841.15,9631.85,9478.66,9205.62,9094.55,9009.79,8940.63,8778.21,8637.26,8647.4,8663.92,8741.8,8884.92,9095.79,9419.51,9887.46,10428,10999,11018.12,10872.72,10582.06,10391.95,10246.16,10033.49,9816.16,9606.69,9459.62,9210.11,9091.27,9019.879792,432954.23
NSW,2015/7/19,7,0,7.8,16.7,12.25,0,8841.61,8506.23,8217.73,7953.68,7674.43,7333.4,7052.58,6929.2,6786.96,6674.61,6698.12,6778.61,6906.82,7133.72,7427.45,7792.08,8369.24,8868.9,9180.9,9316.63,9267.3,9142.18,8887.95,8637.54,8382.61,8251.37,8098.63,8009.54,7967.27,7945.59,8048.32,8152.16,8368.98,8758.1,9226.24,9905.7,10727.42,10944.56,10891.62,10709.99,10493.94,10364.99,10148.82,9875.45,9576.97,9302.4,8853.5,8619.09,8583.356875,412001.13
NSW,2015/7/20,1,0,7.8,17.9,12.85,0,8376.25,8079.96,7807.19,7635.08,7442.68,7158.22,6958.14,6805.05,6706.69,6759.27,6863.43,7255.84,7724.61,8601.93,9529.81,10173.67,10616.47,10690.59,10455.23,10304.99,10042.36,9840.52,9620.04,9356.63,9124.51,9059.44,8991.22,8948.07,8922.45,8961.56,8969.96,9023.06,9289.32,9599.16,10082.75,10721.12,11495.22,11505.44,11433.75,11189.64,10950.19,10807.64,10523.57,10263.25,9856.56,9680.2,9260.36,9020.91,9218.416667,442484
NSW,2015/7/21,2,0,8.2,19.3,13.75,1.6,8851.2,8626.07,8393.58,8229.16,8008.23,7633.76,7401.47,7111.03,6945.15,6956.04,7011.79,7381.69,7875.39,8803.9,9687.43,10260.43,10663.59,10574.6,10294.83,10136.69,9827.43,9624.07,9437.65,9129.07,8929.58,8767.56,8621.59,8551.43,8533.88,8519.14,8512.55,8567.71,8728.51,9019.34,9414.32,10173.88,11009.45,11116.51,11134.88,10843.51,10649.28,10395.5,10065.21,9840.23,9493.63,9347.49,8937.61,8792.78,9100.62125,436829.82
NSW,2015/7/22,3,0,9.9,16.9,13.4,0,8637.05,8406.18,8185.11,8000.17,7736.7,7371.41,7112.72,6792.33,6666.36,6618.01,6739.14,7091.46,7522.94,8430.77,9297.57,9885.94,10285.2,10378.85,10209.86,10212.2,10056.64,9920.34,9760.27,9614.33,9512.63,9464.67,9464.77,9396.72,9381.66,9328.03,9278.05,9274.22,9374.44,9543.57,9990.31,10612.73,11224.91,11286.07,11245.07,10959.96,10727.81,10557.7,10236.73,9955.29,9562.75,9432.81,9021.61,8805.48,9220.19875,442569.54
NSW,2015/7/23,4,0,11.2,19.1,15.15,1.8,8639.43,8406.61,8206.96,8051.5,7796.76,7450.99,7150.32,6897.52,6786.24,6759.13,6833.68,7196.28,7639.11,8454.25,9244.5,9786.23,10164.81,10276.85,10161.32,10123.54,9885.24,9662.29,9475.52,9197.9,9010.39,8882.46,8798.87,8774.45,8752.04,8767.94,8785.39,8803.06,8979.93,9156.61,9558.57,10120.06,10696.56,10757.37,10688.84,10495.64,10278.77,10118.24,9938.17,9625.87,9266.99,9273.74,8910.4,8733.55,8987.935208,431420.89
NSW,2015/7/24,5,0,11.6,20,15.8,0,8609.88,8363.52,8135.06,7907.55,7665.55,7331.69,7048.16,6808.87,6671.08,6653.07,6775.84,7056.04,7471.45,8263.01,9008.56,9471.07,9896.46,10012.07,9867.3,9811.59,9693.45,9517.55,9347.9,9114.52,8873.67,8667.3,8632.09,8567.89,8577.58,8541.8,8620.56,8654.2,8869.37,9098.38,9451.98,9827.23,10258.13,10186.82,10026.93,9738.58,9591.04,9413.26,9217.3,9011.52,8737.78,8744.12,8552.2,8442.73,8725.077083,418803.7
NSW,2015/7/25,6,0,10.8,20.8,15.8,0,8367.04,8147.72,7841.24,7674.13,7376.76,7049.72,6722.52,6484.9,6322.7,6264.04,6268.65,6373.91,6526.36,6854.99,7190.9,7528.06,8024.02,8357.12,8440.98,8535.25,8337.43,8191.99,7941.97,7745.01,7600.81,7477.98,7344.72,7240.33,7224.52,7208.69,7203.2,7265.33,7412.63,7713.94,8083.59,8556.97,9226.56,9298.77,9185.78,8979.89,8828.38,8689.95,8555.75,8414.8,8265.65,8212.81,8055.02,7975.24,7762.265,372588.72
NSW,2015/7/26,7,0,11,20.2,15.6,0,7845.4,7517.18,7295.02,7060.03,6816.42,6553.1,6342.23,6158.82,6102.63,6063.11,6089.73,6094.01,6249.07,6482.58,6736.12,7068.56,7523.13,7932.87,8112.23,8258.41,8154.82,8078.63,7891.46,7707.34,7544.2,7414.06,7328.51,7208.87,7167.24,7171.29,7200.36,7328,7581.36,7879.7,8333.53,8868.95,9650.15,9840.6,9811.07,9596.77,9437.63,9258.38,9044.78,8830.49,8559.7,8442.22,8080.87,7884.51,7699.919583,369596.14
NSW,2015/7/27,1,0,7.3,15.7,11.5,0,7775.36,7517.07,7349.01,7247.29,7060.2,6766.77,6566.55,6427.68,6418.89,6487.03,6626.1,6963.54,7442.08,8382.21,9263.13,9873.47,10243.96,10277.99,9971.76,9841.88,9650.1,9471.82,9328.5,9112.77,8959.86,8820.71,8736.69,8666.87,8665.04,8629.02,8638.21,8662.87,8863.47,9211.63,9740.95,10508,11388.41,11612.41,11594.69,11380.54,11172.2,10993.5,10640.99,10340.22,9959.88,9745.63,9279.8,9051.7,8986.009375,431328.45
NSW,2015/7/28,2,0,6.4,17.3,11.85,0,8802.09,8571.24,8347.83,8141.19,7913.63,7506.4,7261.01,7066.94,6921.95,6902.67,7044.65,7489.27,7991.77,8946.82,9868.73,10391.47,10791.66,10700.78,10401.08,10152.05,9875.68,9653.77,9356.79,9122.44,8873.28,8796.02,8692.96,8650.06,8633.61,8612.43,8599.36,8659.56,8850.21,9204.81,9691.18,10452.06,11338.07,11594.04,11566.36,11376.61,11203.38,11014.19,10808.67,10483.75,10024.49,9884.05,9468.29,9235.01,9269.465833,444934.36
NSW,2015/7/29,3,0,8.1,18.4,13.25,0,9069.48,8772.81,8550.89,8393.07,8169.71,7773.64,7479.5,7248.78,7096.55,7080.27,7231.04,7588.19,8077.36,8981.93,9900.92,10495.06,10841.37,10808.39,10508.23,10219.03,9927.27,9654.04,9406.33,9114.69,8925.8,8786.99,8659.41,8543,8535.8,8480.48,8482.9,8541.3,8723.99,9034.63,9500,10212.29,11015.93,11239.1,11230.82,11044.51,10908.68,10716.21,10554.37,10240.79,9769.59,9627.49,9256.93,9040.89,9238.759375,443460.45
NSW,2015/7/30,4,0,8.2,20.5,14.35,0,8868.75,8604.3,8366.19,8208.13,7948.23,7577.39,7269.95,7037.56,6882.94,6867.11,6956.98,7293.04,7744.97,8627.31,9524.13,10014.27,10392.73,10350.1,9990.11,9702.06,9429.57,9192.88,8950.97,8666.45,8521.51,8353.32,8321.34,8242.57,8227.9,8187.4,8193.95,8264.84,8485.02,8775.05,9150.84,9790.19,10547.62,10703.03,10690.19,10499,10382.93,10196.84,9954.85,9613.82,9262.06,9161.25,8819.42,8637.64,8863.514583,425448.7
NSW,2015/7/31,5,0,10.7,21,15.85,0,8484.03,8262.12,8055.35,7840.07,7590.31,7222.11,6962.38,6765.03,6649.79,6617.9,6732.45,7076.3,7528.07,8331.7,9135.53,9579.08,9891.27,9835.59,9557.53,9390.52,9108.06,8948.12,8726.77,8520.46,8344.4,8235.72,8131.4,7962.55,7960.72,7925.93,7885.63,7875.24,8100.56,8295.76,8622.02,9068.32,9801.21,9926.33,9947.15,9737.91,9607.06,9507.03,9312.76,9135.99,8946.69,9010.55,8769.24,8706.85,8492.240833,407627.56
NSW,2015/8/1,6,0,9.4,22.3,15.85,0,8573.94,8282.49,7994.62,7787.54,7480.16,7114.04,6821.66,6600.44,6452.65,6374.12,6363.59,6436.49,6623.82,6972.84,7359.41,7835.89,8299.81,8687.48,8861.03,8891.16,8632.71,8434.7,8201.96,7973.74,7814.97,7590.76,7507.37,7423.19,7330.37,7272.33,7276.92,7351.88,7509.67,7705.93,7951.24,8328.4,8944.31,9110.23,8986.45,8730.24,8577.31,8425.07,8340.09,8168.11,8062.4,8090.17,7900.26,7804.7,7817.88875,375258.66
NSW,2015/8/2,7,0,14.3,24.7,19.5,0,7603.37,7386.92,7180.52,7024.52,6813.1,6532.76,6351.62,6226.83,6110.11,5994.9,6061.15,6117.39,6206.32,6431.34,6664.41,6912.41,7386.27,7635.72,7805.12,7903.89,7860.01,7787.25,7525.3,7361.61,7310.78,7288.62,7218.04,7124.76,7067.03,7017.12,7067.52,7106.49,7219.04,7441.35,7623.78,8031.81,8698.97,8986.13,8890.29,8664.53,8497.36,8319.15,8171.92,7983.24,7786.42,7768.11,7532.29,7515.73,7358.610833,353213.32
NSW,2015/8/3,1,0,8.4,19.4,13.9,0,7333.04,7114.7,6980.01,6771.93,6648.04,6382.95,6233.37,6135.45,6049.34,6093.97,6206.24,6582.26,7046.6,7851.31,8580.59,9111.18,9460.03,9421.7,9191.66,9110.84,8909.3,8806.75,8666.34,8477.06,8333.47,8239.38,8200.99,8164.59,8141.05,8112.67,8125.74,8179.48,8301.67,8617.62,9061.56,9730.14,10514.23,10719.19,10606.34,10417.66,10277.38,10046.92,9808.25,9570.36,9193.94,9107.9,8805.54,8629.9,8376.471458,402070.63
NSW,2015/8/4,2,0,8.3,15.1,11.7,0,8541.07,8314.83,8097.24,7920.59,7696.77,7417.98,7152.74,6973.89,6860.58,6871.4,7004.23,7339.45,7867.01,8707.87,9592.85,10114.16,10493.85,10439.17,10155.51,9992.48,9913.04,9722.49,9483.1,9277.84,9129.5,9016.65,8930.85,8862.36,8774.81,8731.79,8637.77,8652.59,8862.57,9197.59,9625.51,10317.26,11160.69,11463.39,11414.66,11250.21,11032.95,10884.95,10677.44,10305.34,9846.95,9656.04,9196.1,8991.98,9178.543542,440570.09
NSW,2015/8/5,3,0,5,14.2,9.6,0,8769.83,8526.54,8330.48,8129.46,7830.9,7549.06,7225.01,6965.28,6883.11,6844.31,6958.08,7281.26,7804.14,8690.04,9599.87,10207.77,10556.29,10522.15,10273.17,10165.29,10042.77,9954.47,9916.19,9731.41,9653.63,9584.14,9541.49,9501.3,9396.54,9395.38,9334.53,9313.16,9462.08,9694.86,10066.51,10724.16,11550.46,11755.17,11753.02,11450.06,11268.29,11135.34,10850.65,10459.38,9980.74,9739.78,9346.45,9018.67,9431.930625,452732.67
NSW,2015/8/6,4,0,6.8,16.4,11.6,0,8777.59,8519.5,8324.85,8180.63,7914.74,7543.61,7248.51,7017.55,6893.29,6887.76,7019.38,7402.39,7889.76,8803.39,9682.35,10242.21,10582.01,10531.85,10218.37,10005.91,9750.61,9536.27,9357.84,9095.24,8929.77,8792.06,8684.78,8656.51,8638.31,8647.27,8670.77,8713.88,8869.99,9123.18,9596.55,10231.06,11106.58,11350.8,11426.1,11251.99,11105.95,10995.95,10753.84,10471.1,10042.46,9876.48,9429.93,9212.18,9208.397917,442003.1
NSW,2015/8/7,5,0,6.7,18.5,12.6,0,9005.4,8700.56,8430.38,8242.74,8005.77,7656.25,7387.47,7162.4,7034.85,7045.98,7145.25,7531.78,7965.53,8892.68,9789.14,10345.71,10700.92,10635.42,10320.61,10136.11,9869.9,9639.9,9328.81,9073.4,8886.44,8727.94,8563.24,8477.31,8406.68,8355.11,8315.78,8377.06,8555.26,8831.18,9213.85,9807.6,10548.91,10777.3,10767.19,10579.27,10452.96,10313.2,10161.38,9964.34,9707.3,9671.32,9361.99,9211.07,9085.013333,436080.64
NSW,2015/8/8,6,0,7.9,17.5,12.7,0,9078.45,8760.7,8547.7,8296.17,8032.59,7595.2,7299.71,7027.75,6874.7,6780.24,6804.24,6869.57,7035.32,7441.5,7776.07,8302.4,8850.47,9211.73,9267.31,9265.41,9015.45,8812.99,8521.53,8277.03,8108.03,7918.58,7798.7,7732.37,7643.61,7597.13,7599.28,7684.39,7884.54,8178.81,8564.33,9117.55,9925.45,10186.65,10126.26,9938.36,9726,9622.02,9436.49,9361.76,9139.36,9076.61,8841.14,8699.28,8409.394375,403650.93
NSW,2015/8/9,7,0,6.2,17.6,11.9,0,8458.28,8158.53,7876.12,7594.07,7364.08,7062.05,6829.94,6625.65,6580.1,6518.35,6559.33,6648.56,6805.89,7119.66,7395.05,7809.3,8254.77,8655.16,8833.38,8823.07,8710.57,8515.64,8227.48,8005.41,7789.48,7628.43,7520.46,7414.33,7328.13,7342.5,7397.59,7522.85,7719.41,8051.13,8495.52,9032.25,9890.69,10250.05,10247.72,10084.41,9863.33,9698.3,9475.6,9195.18,8847.75,8639.9,8255.31,8035.28,8107.4175,389156.04
NSW,2015/8/10,1,0,8.6,20.6,14.6,0,7859.29,7598.07,7447.04,7262.12,7077.83,6795.89,6589.01,6480.57,6400.54,6425.67,6583.69,6934.01,7427.96,8322.77,9124.85,9664.62,9951.1,9906.31,9630.12,9471.63,9205.94,8991.15,8806.89,8551.38,8429.16,8351.6,8268.21,8199.58,8106.3,8068.31,8043.17,8075.96,8211.88,8458.71,8838.24,9385.31,10172.11,10508.45,10485.32,10294.53,10055.15,9853.91,9628.53,9283.93,8897.91,8801.45,8466.98,8300.35,8493.614583,407693.5
NSW,2015/8/11,2,0,9.8,21,15.4,0,8258.35,8122.02,7813.05,7676.14,7423.76,7089.07,6862.6,6676.52,6571.93,6587.54,6719.02,7061.16,7554.4,8475.48,9318.25,9798.73,9951.13,9790.91,9421.33,9176.03,8946.32,8735.97,8532.37,8319.99,8186.54,8110.29,8055.43,7967.55,7989.68,7971.23,7965.89,8032.25,8217.32,8448.76,8774.96,9280.02,10070.09,10389.52,10431.6,10238.29,10119.06,9937.48,9722.64,9456.62,9107.46,9067.07,8752.43,8619.96,8537.379375,409794.21
NSW,2015/8/12,3,0,8.4,17.5,12.95,0,8436.45,8249.83,8047.15,7860.88,7653.42,7338.84,7014.74,6799.33,6736.93,6705.6,6815.49,7205.54,7669.13,8614.73,9432.01,9974.18,10216.97,10113.53,9846.32,9724.84,9489.83,9259.24,9263.9,9180.06,9272.61,9362.42,9410.63,9090.92,8831.93,8678.45,8616.62,8696.95,8937.13,9215.58,9654.98,10253.4,11069.08,11329.6,11291.8,11071.65,10876.9,10709.51,10431.97,10137.05,9670.95,9480.75,9101.53,8849.85,9076.9,435691.2
NSW,2015/8/13,4,0,9.4,19.8,14.6,0,8716.56,8523,8317.66,8035.71,7781.17,7426.47,7122.19,6915.66,6785.39,6766.21,6905.16,7260.27,7700.14,8629.69,9471,9927.87,10172.22,9981.39,9669.98,9511.17,9298.87,9085.74,8879.81,8651.57,8478.81,8384.83,8253.45,8181.7,8129.23,8116.53,8107.11,8154.26,8350.94,8593.26,8977.62,9553.45,10399.55,10824.29,10796.43,10654.73,10471.28,10313.2,10137.27,9847.81,9552.87,9401.98,9040.49,8864.14,8815.002708,423120.13
NSW,2015/8/14,5,0,7.9,20.4,14.15,0,8688.82,8414.16,8210.15,8004.82,7833.92,7469.6,7177.33,6977.53,6874.86,6875.01,6984.23,7386.25,7853.28,8684.91,9515.63,10062.45,10330.38,10225.45,9864.6,9723.05,9522.72,9201.75,9021.36,8765.07,8593.9,8506.06,8372.21,8246.94,8195.91,8158.96,8123.7,8131.45,8278.11,8566.89,8857.73,9309.23,9993.9,10252.98,10265.93,10066.27,9935.87,9873.28,9700.92,9538.81,9233.9,9256.84,8954.71,8856.92,8769.557292,420938.75
NSW,2015/8/15,6,0,8.2,18.1,13.15,0,8766.07,8550.93,8275.53,8062.54,7745.3,7381.73,7123.14,6865.12,6745.83,6656.19,6658.06,6785.09,7011.86,7330.3,7727,8193.01,8643.25,8894.23,8982.01,9002.33,8756.51,8613.88,8390.61,8153.86,8037.69,7946.61,7902.6,7828.76,7820.33,7830.92,7863.31,7906.21,7992.2,8212.73,8509.87,8925.87,9506.69,9718.72,9652.54,9385.65,9190.87,9029.37,8875.07,8695.95,8474.74,8413.48,8224.07,8143.76,8195.883125,393402.39
NSW,2015/8/16,7,0,10.5,19.8,15.15,0,7988.81,7692.04,7454.27,7251.15,7121.52,6809.76,6610.06,6434.5,6368.17,6333.56,6313.6,6438.18,6553.86,6816.2,7051.53,7360,7695.85,7993.88,8121.04,8113.66,7975.74,7859.75,7688.68,7445.15,7308.88,7199.26,7095.47,7075.34,7017.47,7025.04,7034.93,7179.06,7332.47,7587.48,7861.55,8255.81,8983.51,9375.08,9364.78,9172.88,8949.93,8846.37,8675.37,8456.25,8211.42,8085.05,7856.74,7710.1,7607.316667,365151.2
NSW,2015/8/17,1,0,9.3,20.5,14.9,6,7520.44,7357.13,7209.79,7071.14,6868.02,6618.68,6456.8,6355.51,6265.89,6306.8,6413.08,6788.39,7259.19,8136.29,8923.88,9367.66,9602.01,9514.1,9287.97,9129.33,8971.54,8853.71,8689.27,8534.27,8426.61,8346.46,8256.71,8160.06,8137.1,8175.41,8119.41,8131,8298.46,8504.99,8904.91,9378.32,10113.48,10436.93,10418.08,10170.97,10042.22,9761.12,9496.32,9275.68,8945.19,8751.28,8526.35,8370.81,8388.515833,402648.76
NSW,2015/8/18,2,0,10.9,16.2,13.55,0,8258.4,8057.86,7894.08,7735.93,7521.33,7207.06,6927.29,6808.23,6740.18,6716.1,6788.1,7125.62,7644.32,8504.77,9271.36,9609.58,9793.39,9679.31,9397.37,9223.14,9077.5,8891.54,8661.99,8561.78,8413.05,8375.73,8278.28,8278.2,8204.06,8174.07,8196.19,8215.69,8406.39,8627.71,9038.15,9664.57,10513.19,10862.62,10918.55,10746.52,10512.76,10386.18,10190.2,9939.59,9575.59,9414.55,9069.54,8850.11,8728.0775,418947.72
NSW,2015/8/19,3,0,9,17,13,0,8696.61,8443.08,8279.85,8072.95,7843.74,7528.42,7186.67,6994.65,6909.87,6845.49,6973.64,7298.73,7773.25,8667.1,9462.41,9837.52,10065.78,9895.03,9604.25,9430.83,9171.28,8963.49,8831.81,8635.97,8551.94,8477.46,8418.48,8366.69,8385.12,8377.55,8352.2,8324.09,8442.58,8671.28,8976.43,9469.8,10230.15,10610.65,10598.34,10426.23,10249.55,10126.67,9883.14,9628.94,9174.75,9032.13,8758.69,8621.8,8782.6475,421567.08
NSW,2015/8/20,4,0,8.2,18.9,13.55,0,8478.15,8291.24,8042.07,7907.93,7693.88,7349.51,7079.6,6919.85,6771.78,6779.8,6894.79,7220.32,7693.97,8585.69,9382.02,9735.07,9949.52,9824.08,9521.79,9290.76,9033.49,8842.88,8666.4,8410.73,8247.63,8099.48,8029.19,7956.12,7944.87,7924.34,7931.61,7961.33,8100.32,8326.87,8550.37,8985.39,9688.82,10100.09,10124.74,9973.37,9764.83,9676.16,9516.86,9275.15,8920.79,8844.07,8565.99,8435.93,8527.284167,409309.64
NSW,2015/8/21,5,0,9.4,21,15.2,0,8326.41,8097.76,7882.35,7727.12,7525.11,7171.77,6918.13,6694.84,6598.15,6613.04,6678.59,7029.47,7464.24,8329.14,9016.77,9348.09,9503.65,9382.24,9105.39,8941.43,8779.18,8620.46,8477.71,8225.98,8093.77,8048.29,8000.55,7961.52,7918.17,7887.26,7882.56,7968.09,8086.07,8262.25,8423.07,8811.8,9299.76,9406.27,9344.65,9159.79,8879.92,8785.78,8665.63,8537.53,8338.69,8337.46,8166.36,8074.8,8224.93875,394797.06
NSW,2015/8/22,6,0,12.9,28.3,20.6,0,8005.13,7861.41,7664.58,7448.7,7163.44,6804.65,6522.6,6352.57,6158.39,6109.14,6097.44,6186.2,6362.37,6653.03,6906.13,7232.9,7538.84,7735.51,7823.95,7879.39,7657.89,7548.43,7371.4,7150.44,7060.92,6997.85,6887.03,6840.64,6752.82,6770.69,6786.72,6831.59,6987.2,7135.44,7352.65,7473.13,7947.73,8220.01,8156.83,7905.52,7703.42,7568.96,7483.57,7399.3,7258.16,7265.98,7198.28,7152.34,7195.235625,345371.31
