REGION,DATE,WEEK,HOLIDAY,Min_T,Max_T,AVG_T,RAIN,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,4:00:00,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,AVG_ELE,TOTAL_ELE
NSW,2016/3/10,4,0,22,30.6,26.3,0,7919.43,7696.05,7421.54,7091.83,6915.07,6752.52,6662.09,6687.86,6728.11,6955.12,7237.65,7840.23,8281.6,8696.16,9078.24,9298.3,9422.64,9720.89,9953.13,10172.77,10338.16,10390.54,10451.3,10546.96,10677.04,10846.61,10984.71,11069.86,11084.71,11133.07,11287.87,11256.56,11213.17,11076.57,10928.87,10640.69,10404.32,10225.89,10238.24,10150.06,9928.28,9548.13,9234.59,9056.87,8724.71,8549.46,8261.68,8066.73,9309.31,446846.88
NSW,2016/3/11,5,0,22.8,27.8,25.3,0,7893.4,7645.87,7404.48,7135.79,6908.36,6800.49,6787.49,6740.68,6853.56,7068.79,7324.57,7913.31,8381.48,8866.2,9193.03,9441.45,9562.92,9798.52,9864.45,9967.89,10012.33,9980.48,10030.72,10071.49,10138.14,10202.95,10392.47,10525.67,10588.9,10517.1,10542.48,10519.93,10435.52,10311.76,10145.34,9823.86,9659.88,9466.91,9548.39,9501.61,9326.92,9041.91,8833.79,8763.98,8506.89,8408.27,8173.3,7871.9,9018.65875,432895.62
NSW,2016/3/12,6,0,21.8,28.7,25.25,0,7698.12,7452.17,7234.85,6884.89,6720.98,6523.48,6421.96,6367.99,6390.76,6380.97,6514.79,6727.74,6884.94,7118.23,7405.18,7770.31,8067.58,8363.81,8464.4,8602.48,8725.21,8893.34,8971.77,9163.96,9317.7,9394.91,9543.22,9678.97,9848.05,9946.59,10077.92,10208.39,10197.6,10029.93,9939.23,9760.97,9491.22,9376.28,9368.35,9247.65,9041.08,8792.17,8538.84,8392.93,8191.18,8088.62,7802.52,7503.3,8365.156875,401527.53
NSW,2016/3/13,7,0,22.6,27.7,25.15,0,7316.42,7066.63,6901.18,6618.75,6414.12,6288.24,6228.43,6201.35,6179.2,6174.9,6217.83,6428.56,6477.1,6645.46,6939.76,7235.16,7559.07,7816.55,7993.69,8162.62,8237.19,8410.99,8512.3,8613.68,8714.77,8846.36,8898.87,9043.89,9166.05,9272.91,9359.4,9438.32,9571.87,9611.48,9717.22,9690.69,9546.7,9372.81,9362.73,9160.09,8957.41,8738.87,8449.62,8198.66,8024.24,7889.68,7570.3,7317.71,8011.663125,384559.83
NSW,2016/3/14,1,0,21.8,30.7,26.25,0,7257.09,7077.84,6888.82,6670.31,6490.31,6427.44,6365.16,6377.47,6429.14,6703.95,6938.43,7514.49,8021.14,8473.49,8855.56,9141.75,9295.34,9474.69,9617.63,9669.96,9752.62,9856.37,9952.85,10037.63,10189.3,10348.38,10512.41,10700.7,10708.77,10696.01,10629.35,10519.67,10458.55,10257.55,10123.8,9898.33,9819.5,9680.65,9578.38,9367.78,9124.72,8857.79,8564.91,8383.25,8139.19,8013.99,7753.78,7560.81,8816.188542,423177.05
NSW,2016/3/15,2,0,19.9,25.6,22.75,21.4,7416.47,7098.29,6891.37,6658.92,6467.38,6385.93,6342.17,6372.79,6418.39,6635.8,6906.58,7489.36,8077.83,8481.33,8836.25,9029.23,8997.89,9096.36,9166.44,9183.03,9211.37,9149.7,9173.56,9204.62,9201.33,9228.09,9213.21,9226.27,9216.56,9201.93,9248.05,9338.73,9338.97,9342.42,9264.98,9083.35,8998.51,8944.17,8987.6,8823.6,8571.59,8346.04,8060.84,7937.94,7741.42,7743.97,7575.02,7375.93,8306.282917,398701.58
NSW,2016/3/16,3,0,19.7,26.2,22.95,21.8,7239.61,7109.28,6862.17,6568.82,6333.77,6206.7,6172.18,6216.45,6253.91,6529.35,6756.08,7342.75,7879.32,8310.43,8645.93,8750.33,8830.41,8931.07,8937.9,9032.16,9006.4,9001.98,8992.37,8948.9,8934.58,8981.66,8959.81,9008.72,9005.32,9017.24,9105.27,9164.66,9220.52,9265.79,9265.73,9089.96,9014.75,8934.2,8980.21,8833.45,8619.88,8390.96,8095.97,7977.81,7813.17,7730.29,7614.04,7429.43,8193.993542,393311.69
NSW,2016/3/17,4,0,19,26.1,22.55,17.8,7322.03,7147.19,6976.54,6661.75,6393.32,6299.02,6261.82,6270.87,6334.04,6557.54,6845.92,7338.1,7904.44,8296.39,8588,8718.81,8795.7,8908.66,8977.09,9051.78,9014.9,8960.45,8993.98,8974.43,9005.79,9068.52,9124.21,9146.99,9156.68,9168.54,9298.52,9363.48,9399.86,9412.42,9428.71,9217.36,9149.43,9082.75,9135.11,8937.06,8716.23,8453.68,8152.03,8098.25,7866.3,7789.28,7621.58,7448.07,8267.367083,396833.62
NSW,2016/3/18,5,0,19.6,28.2,23.9,5,7365.83,7182.01,7005.7,6690.14,6471.74,6336.3,6293.67,6284.16,6356.99,6580.26,6841.66,7382.09,7835.06,8236.82,8550.06,8669.19,8705.9,8879.39,9000.11,9051.47,9090.08,9076.31,9152.8,9047.69,8988.08,8944.22,9002.91,8986.89,8863.97,8846.5,8996.52,9095.92,9009.82,8827.03,8626.97,8445.26,8361.06,8303.67,8381.74,8251.63,8064.98,7817.12,7600.12,7598.17,7482.05,7480.15,7382.87,7192.35,8054.904792,386635.43
NSW,2016/3/19,6,0,16.2,24.4,20.3,5.2,7038.42,6901.47,6651.84,6423.85,6127.99,5985.46,5897.51,5881.57,5904.72,5996.73,6101.72,6311.29,6572.85,6761.09,7088.7,7373.24,7550.53,7688.97,7615.07,7612.32,7519.4,7379.47,7358.95,7322.1,7241.04,7221.67,7201.41,7141.88,7150.2,7156.41,7220.53,7317.95,7352.8,7388.34,7471.02,7538.97,7519.42,7548.68,7630.55,7494.74,7374.86,7280.01,7185.95,7137.71,7079.66,7057.92,6874.55,6755.78,7029.318958,337407.31
NSW,2016/3/20,7,0,17.4,22,19.7,41.62,6617.19,6506.06,6381.19,6159.24,5936.94,5812.59,5757.61,5707.06,5663.23,5756.27,5802.03,5952.59,6065.64,6257.32,6513.94,6745.63,6945.48,7146.79,7151.93,7214.63,7122.6,7191.12,7192.81,7200.19,7226.84,7113.88,7070.46,7084.44,7112.38,7121.9,7205.89,7206.13,7318.7,7398.29,7526.99,7579.38,7711.33,7718.53,7735.28,7613.73,7482.35,7316.14,7121.77,6984.38,6925.45,6866.78,6758.05,6674.19,6847.36125,328673.34
NSW,2016/3/21,1,0,15.4,21.2,18.3,41.62,6585.62,6480.19,6368.64,6129.86,5979.89,5872.22,5817.73,5892.28,5955.4,6217.93,6478.7,7015.53,7576.76,8034.52,8294.97,8364.28,8372.59,8418.61,8398.95,8402.36,8324.68,8327.62,8304.76,8230.56,8177.1,8188.96,8214.34,8161.3,8153.22,8135.23,8257.38,8288.74,8343.88,8344.77,8430.23,8390.8,8418.3,8408.19,8429.67,8295.81,8171.84,7911.69,7705.33,7662.16,7508.33,7471.26,7358.13,7241.12,7656.508958,367512.43
NSW,2016/3/22,2,0,14.3,23.8,19.05,26.6,7151.14,7036.01,6861.46,6508.11,6273.09,6120.12,6043.1,6038.58,6133.98,6359.17,6642.64,7210.68,7745.65,8114.99,8327.4,8415.44,8300.9,8322.09,8289.13,8235.29,8183.55,8202.1,8181.27,8166.05,8143.82,8214.83,8205.63,8199.33,8221.74,8188.02,8264.23,8281.5,8329.32,8423.38,8493.4,8409.86,8454.86,8458.76,8517.17,8355.1,8115.58,7950.84,7706.55,7646.8,7520.5,7514.29,7393.08,7322.7,7733.192292,371193.23
NSW,2016/3/23,3,0,14.9,25.3,20.1,1.8,7246.94,7119.02,6918.74,6634.04,6299.21,6067.74,5734.52,6027.27,6123.35,6352.73,6641.41,7217.62,7707.46,8068.35,8286.28,8317.76,8259.8,8180.57,8166.02,8175.36,8145.53,8106.54,8097.47,8106.3,8098.99,8177.94,8199.34,8247.94,8297.62,8282.92,8377.56,8464.94,8547.23,8536.48,8521.64,8401.43,8441.06,8515.68,8583.86,8440.76,8290.89,8070.85,7801.58,7775.89,7625.24,7569.52,7440.71,7273.34,7749.655,371983.44
NSW,2016/3/24,4,0,16.5,27.4,21.95,0,7216.89,7081,6870.46,6551.27,6309.16,6178.31,6143.23,6133.42,6182.31,6405.52,6663.69,7209.62,7701.19,7977.37,8198.78,8256.87,8243.53,8271.42,8343.48,8370.35,8415.71,8407.99,8456.18,8439.46,8499.28,8499.83,8592.88,8614.07,8635.43,8637.8,8705.87,8758.73,8793.67,8778.9,8791.06,8627.84,8586.5,8615.9,8595.27,8398.87,8226.06,7951.55,7711,7678.43,7529.6,7536.94,7360.67,7132.62,7860.124583,377285.98
NSW,2016/3/25,5,1,19.3,25.2,22.25,0,6999.21,6793.91,6580.38,6270.59,6058.89,5888.47,5789.19,5741.65,5747.52,5791,5863.24,5989.36,6117.39,6219.81,6432.38,6671.26,6796.95,7041.23,7164.04,7218.45,7252.54,7270.94,7278.09,7229.23,7148.13,7046.89,6918.55,6850.83,6795.25,6750.52,6818.28,6967.74,7087.89,7272.58,7415.01,7478.84,7447.66,7520.74,7543.38,7468.99,7279.73,7145.41,7060.82,7066.6,7037.13,7088.39,7046.59,6871.95,6819.450417,327333.62
NSW,2016/3/26,6,1,17.1,26,21.55,0.2,6807.94,6654.25,6461.68,6165.86,5918.01,5756.23,5674.77,5627.48,5635.36,5659.28,5739.55,5917.91,6088.19,6270.1,6522.62,6799.29,7008.65,7216.92,7211.78,7213.77,7095.9,7093.52,7001,6947.26,6954.64,6954.39,6941.91,6987.8,7074.73,7141.52,7272.25,7354.62,7450.97,7510.78,7657.24,7662.26,7663.95,7745.3,7767.3,7618.97,7472.03,7348.74,7217.75,7135.16,7032.98,6972.04,6857.39,6678.37,6853.341875,328960.41
NSW,2016/3/27,7,1,19.3,24.2,21.75,0,6577.98,6425.39,6249.22,5968.44,5823.09,5700.18,5606.75,5577.18,5557.74,5606.23,5677.21,5829.05,5964.89,6106.31,6363.75,6598.7,6793.91,6999.6,7067.38,7113.57,7069.46,7064.36,7041.34,7036.82,6980.6,6887.41,6796.8,6790.56,6823.62,6809.51,6920.32,7036.35,7120.78,7149.8,7215.95,7311.54,7356.41,7451.62,7476.95,7274.12,7152.89,7036,6957.61,6920.26,6846.92,6819.15,6660.32,6519.18,6669.442083,320133.22
NSW,2016/3/28,1,1,19.4,26,22.7,30,6403.67,6274.92,6098.54,5866.01,5714.86,5624.69,5543.01,5502.48,5551.9,5591.03,5663.84,5886.99,6021.62,6179.25,6396.5,6633.21,6890.68,7102.92,7222.87,7340.43,7407.25,7392.65,7401.65,7401.11,7402.58,7356.77,7316.25,7323.88,7417.34,7499.98,7595.23,7647.38,7778.74,7896.92,8049.32,8057.56,8070.23,8149.61,8069.24,7925.23,7717.65,7538.45,7336.69,7270.74,7201.54,7205.43,7083.28,6952.35,6978.634792,334974.47
NSW,2016/3/29,2,0,20.6,23.3,21.95,0.2,6922.15,6777.58,6560.92,6274.16,6046.71,5926.42,5817.56,5813.38,5888.92,6112.58,6420.58,6976.16,7492.75,7995.9,8332.16,8521.84,8565.21,8735.06,8758.2,8837.03,8839.14,8759.97,8754.95,8733.66,8753.42,8793.28,8760.04,8736.85,8705.38,8670.08,8696.14,8699.89,8735.9,8768.4,8782.13,8697.43,8732.03,8736.97,8602.54,8371.58,8167.07,7970.38,7704.84,7623.66,7482.62,7500.95,7396.72,7169.26,7877.511458,378120.55
NSW,2016/3/30,3,0,19,28.7,23.85,5.8,7070.47,6935.76,6733.68,6401.74,6166.58,6012.73,5955.26,5967,6021.04,6260.83,6550.19,7123.09,7665.39,8098.46,8396.74,8438.71,8470.24,8555.47,8566.08,8528.23,8458.89,8393.22,8387.76,8428.23,8425.74,8475.27,8460.13,8514.9,8529.25,8510.53,8552.64,8519.01,8519.33,8483.27,8527.21,8441.52,8509.4,8580.38,8509.14,8339.31,8145.95,7991.51,7704.34,7654.63,7466.32,7434.37,7303.68,7140.74,7798.424167,374324.36
NSW,2016/3/31,4,0,16.5,25.6,21.05,0.6,7066.36,6920.09,6716.59,6410.84,6173.22,6081.89,5986.39,5957.46,6033.13,6239.47,6539.35,7075.57,7610.51,7909.18,8202.39,8232.66,8194.55,8206.61,8238.2,8221.68,8241.01,8169.66,8121.25,8135.04,8161.81,8189.67,8226.45,8267.62,8259.19,8256.65,8331.44,8405.16,8455.48,8492.21,8532.68,8500.13,8608.82,8673.24,8611.95,8449.33,8272.42,8013.09,7751.55,7715.05,7498.48,7496.65,7368.07,7192.13,7716.924375,370412.37
NSW,2016/4/1,5,0,16.6,25.6,21.1,0,7148.7,6970.16,6764.56,6477.57,6229.92,6087.45,6001.68,6006.82,6040.28,6281.27,6506.74,7085.38,7596.7,7950.62,8280.8,8309.42,8275.23,8380.09,8403.43,8390.93,8388.74,8399.91,8355.68,8276.17,8231.69,8220.94,8270.46,8275.96,8325.84,8376.49,8537.09,8654.24,8665.08,8694.68,8659.89,8472.35,8469.91,8550.66,8476.07,8271.41,8135.67,7925.71,7656.27,7628.95,7497.57,7556.15,7397.78,7247.83,7766.81125,372806.94
NSW,2016/4/2,6,0,18.3,31.2,24.75,0,7094.39,6933.69,6680.14,6382.44,6112.42,5910.8,5854.55,5800.42,5817.86,5861.43,5944.31,6108.96,6339.16,6620.97,6879.89,7159.93,7396.59,7560.18,7576.55,7552.09,7541.96,7472.59,7460.47,7429.85,7363.45,7395.29,7410.99,7445.14,7499.09,7584.07,7698.93,7844.76,7974.34,7989.4,8054.68,8095.93,8121.18,8256.34,8188.48,8001.38,7858.53,7634.84,7380.03,7279.57,7209.37,7256.09,7083.73,6873.62,7187.309792,344990.87
NSW,2016/4/3,7,0,19.5,25.2,22.35,0.2,6667.04,6585.98,6401.59,6176.48,5967.5,5816.56,5707.69,5707.71,5706.72,5662.85,5698.93,5766.42,5888.02,6075.1,6270.11,6525.52,6773.05,6984.49,7113.92,7220.17,7268.56,7331.53,7301.95,7278.12,7260.41,7266.28,7234.75,7272.11,7326.52,7359.27,7419.83,7507.62,7567.13,7706.2,7859.63,7991.31,8125.19,8361.56,8317.67,8072.45,7853.56,7707.26,7545.25,7343.81,7161.64,7146.02,6962.63,6930.58,6983.222708,335194.69
NSW,2016/4/4,1,0,18.7,23.5,21.1,68,6806.42,6637.69,6483.99,6324.57,6264.97,6053.36,5920.82,5867.3,5845.01,5883.39,6001.91,6268.97,6650.92,7245.53,7765.43,8123.54,8392.02,8503.52,8557.72,8703.63,8701.95,8810.45,8786.03,8831.79,8831.28,8839.43,8749.82,8720.15,8726.49,8829.82,8875.08,8859.11,8930.06,8917.8,8920.28,8921.91,9072.69,9232.02,9123.15,8836.12,8540.13,8365.34,8166.18,7987.75,7723.24,7758.97,7571.61,7541.94,7905.652083,379471.3
NSW,2016/4/5,2,0,18.6,26.2,22.4,10.6,7447.37,7216.39,7068.21,6848.9,6643.74,6397.55,6199.78,6093.6,6008.25,6041.85,6155.76,6432.63,6780.64,7335.17,7802.29,8054.66,8272.71,8412.38,8473.9,8509,8540.81,8629.7,8580.18,8637.01,8680.14,8719.27,8811.37,8885.25,9023.1,9121.03,9156.08,9196.48,9398.69,9423.75,9427.83,9298.32,9351.39,9535.95,9416.29,9037.08,8777.58,8455.02,8239.62,8053.45,7802.58,7822.71,7601.78,7506.28,8069.24,387323.52
NSW,2016/4/6,3,0,19.9,34.2,27.05,0,7388.77,7217.82,6995.52,6792.25,6580.52,6331.01,6101.52,5960.98,5855,5891.19,6007.75,6250.63,6582.63,7139.38,7601.18,7812.51,8037.38,8152.1,8239.14,8439.16,8558.31,8735.53,8822.75,8871.75,9010.31,9239.89,9321.16,9460.28,9646.84,9826.09,9963.29,10063.06,10199.77,10260.37,10269.17,9894.28,9807.27,10153.07,9719.55,9577.51,9362.85,9091.26,8801.37,8563.43,8264.96,8252.87,7981.58,7821.85,8310.767917,398916.86
NSW,2016/4/7,4,0,19.9,20.5,20.2,0,7671.67,7387.94,7168.46,6994.54,6810.74,6426.65,6306.62,6171.5,6143.28,6179.16,6274.52,6548.3,6824.11,7346.02,7791.57,8088.55,8381.21,8477.15,8437,8224.94,8326.85,8562.94,8537.11,8442.23,8420.35,8435.32,8418.09,8411.6,8447.68,8429.71,8418.55,8309.41,8355.81,8392.78,8488.66,8522.69,8838.22,9008.67,8918.5,8697.15,8511.01,8334.87,8150.82,7903.73,7664.43,7729.21,7516.67,7479.97,7860.978333,377326.96
NSW,2016/4/8,5,0,17.7,20.6,19.15,0,7419.38,7248.91,7107.01,6902.3,6721.64,6389.9,6247.36,6056.7,6115.97,6069.34,6185.76,6470.78,6729.77,7297.18,7708.12,8014.48,8338.67,8522.51,8534.18,8617.15,8738.06,8782.58,8750.65,8748.6,8638.71,8635.24,8507.51,8505.25,8516.68,8487.85,8461.22,8390.36,8506.34,8594.87,8621.86,8707.48,8829.29,8872.11,8766.83,8445.05,8281.44,8098.49,7914.79,7751.37,7560.8,7619.37,7517.75,7524.28,7863.99875,377471.94
NSW,2016/4/9,6,0,16,25,20.5,0.7,7483.79,7269.72,7072.58,6904.33,6656.68,6347.12,6169.08,5983.06,5909.35,5861.75,5884.1,6012.6,6111.62,6314.69,6519.91,6757.84,7049.3,7249.92,7400.03,7573.38,7571.74,7589.81,7484.46,7413.7,7324.94,7311.99,7299.11,7309.73,7306.79,7344.68,7402.25,7460.58,7520.31,7573.42,7667.38,7738.56,7996.07,8218.76,8098.23,7908.09,7658.03,7489.64,7387.42,7232.71,7108.73,7137.95,7058.19,7029.52,7128.6175,342173.64
NSW,2016/4/10,7,0,16.1,27.3,21.7,0,6912.54,6729.72,6559.5,6413.76,6243.14,5993.61,5836.46,5729.19,5647.83,5623.22,5665.01,5662.04,5788.29,5897.34,6059.34,6251.71,6497.08,6731.49,6905.04,7011.24,7055.06,7077.63,7040.2,6944.97,6965.32,6961.57,6928.66,6890.88,6990.01,6965.01,7082.82,7175.02,7295.42,7419.16,7560.69,7704.44,7925.44,8288.75,8244.68,7966.84,7735.97,7574.74,7399.15,7156.16,6977.11,7072.25,6974,6959.22,6843.515,328488.72
NSW,2016/4/11,1,0,16.1,26.5,21.3,0,6859.02,6610.75,6497.8,6377.5,6178.62,5965.54,5829.11,5702.07,5694.21,5768.71,5870.8,6144.83,6446.09,6954.94,7292.75,7468.98,7744.94,7873.47,7965.67,8088.34,8154.31,8204.96,8228.24,8229.66,8223.32,8163.72,8232.89,8291.55,8374.18,8423.73,8456.91,8453.46,8487.97,8540.81,8606.13,8674.37,8862.2,9075.29,8878.82,8491.6,8268.84,8071.71,7883.46,7728.35,7584.83,7575.69,7424.99,7423.74,7590.622292,364349.87
NSW,2016/4/12,2,0,17.4,22.9,20.15,10.4,7347.2,7181.75,7009.33,6885.63,6694.36,6396.44,6237.43,6127.86,6056.53,6077.41,6184.89,6436.27,6741.98,7202.01,7582.6,7732.86,8093.05,8279.29,8339.44,8444.07,8476.26,8499.39,8442.68,8406.8,8361.61,8344.41,8354.53,8328.13,8337.98,8263.78,8307.81,8287.94,8411.61,8415.6,8382.95,8480.09,8782.99,8991.18,8795.88,8485.89,8239.31,8056.49,7880.09,7754.98,7599.41,7690.37,7504.67,7463.42,7758.263542,372396.65
NSW,2016/4/13,3,0,15.5,24.2,19.85,1.4,7366.48,7237.59,7032.29,6874.87,6646.76,6339.91,6125.33,5968.9,5923.38,5918.68,5970.13,6199.3,6439.7,6931.75,7267.76,7478.4,7742.18,7920.43,7989.66,8080.43,8180.66,8247.45,8234.72,8176.11,8137.55,8178.27,8152.28,8216.36,8212.86,8242.31,8242.44,8254.55,8303.26,8353.22,8410.36,8447.11,8718.42,8850.58,8752.77,8462.39,8160.55,7969.01,7820.02,7650.25,7439.79,7474.94,7313.76,7325.61,7612.115208,365381.53
NSW,2016/4/14,4,0,15.7,22.9,19.3,1.6,7261.51,7096.77,6900.75,6695.17,6492.05,6175.86,5973.41,5896.86,5859.38,5868.96,5968.45,6281.39,6558.31,7021.36,7402.84,7628.84,7859.45,8051.12,8105.2,8183.28,8258.56,8257.1,8275.32,8291.05,8342.35,8304.79,8337.03,8356.8,8358.8,8379.58,8376.65,8353.18,8453.73,8453.11,8580.54,8674.23,8998.33,9130.21,8947.93,8668.26,8450.56,8265.81,8073.65,7890.38,7680.98,7705.1,7485.4,7500.61,7711.0625,370131
NSW,2016/4/15,5,0,16.5,24.6,20.55,0,7421.68,7252.83,7093.42,6930.52,6700.62,6378.57,6178.06,6067.26,5991.06,6031.55,6093.94,6363.68,6630.48,7074.66,7419.99,7645.2,7932.17,8124.25,8252.52,8335.52,8318.01,8365.78,8323.07,8327.05,8303.03,8272.36,8319.74,8316.32,8377.95,8392.03,8461.77,8484.3,8530.52,8532.98,8611.13,8624.36,8791.13,8861.44,8645.42,8338.39,8150.14,8042.41,7842.43,7626.89,7487.21,7577.07,7407.57,7454.24,7722.973333,370702.72
NSW,2016/4/16,6,0,16.6,25.5,21.05,0,7433.68,7218.92,7035.49,6819.57,6588.6,6276.47,6093.97,5982.1,5869.66,5828.22,5810.58,5921.01,6008.22,6184.99,6427.97,6651.78,6968.11,7237.66,7374.94,7571.42,7562.09,7613.1,7501.39,7545.95,7448.23,7464.75,7483.69,7402.04,7440.53,7514.88,7506.9,7556.75,7613.69,7717.27,7774.35,7917.46,8225.24,8341.99,8116.66,7889.18,7668.42,7525.11,7408.47,7242.05,7182.23,7237.88,7106.22,7063.7,7153.61625,343373.58
NSW,2016/4/17,7,0,19.1,23.2,21.15,0,6964.78,6753.43,6568.74,6398.34,6207.67,5949.64,5797.47,5703.27,5611.71,5641.78,5661.5,5714.39,5779.84,5880.79,6033.72,6214.3,6470.79,6753.06,6945.78,7118.21,7186.69,7257.92,7266.55,7228.54,7234.46,7226.74,7241.65,7251.53,7206.93,7198.17,7220.73,7321.28,7366.82,7495.87,7690.7,7830.62,8191.82,8356.41,8203.16,7981.77,7656.02,7550.91,7425.89,7216.62,7112.07,7067.36,6979.78,6957.94,6918.628333,332094.16
NSW,2016/4/18,1,0,15.1,24.2,19.65,0.9,6815.19,6620.03,6451.73,6307.05,6148.39,5862.82,5767.27,5701.9,5671.52,5745.28,5887.37,6157.2,6449.24,6969.82,7380.86,7651.78,7897.04,8037.75,8096.69,8190.14,8269.64,8321.94,8365.31,8386.25,8308.59,8366.41,8430.64,8384.73,8376.32,8368.77,8359.98,8396.05,8427.09,8438.38,8512.77,8658.9,9081.71,9152.76,8989.37,8666.32,8396.93,8180.19,7989.78,7879.48,7663.48,7750.92,7595.45,7545.54,7647.349375,367072.77
NSW,2016/4/19,2,0,16.9,23.9,20.4,9.8,7472.91,7237.02,7027.68,6853.15,6641.37,6379.77,6181.33,6047.94,5935.45,5960.6,6047.66,6306.98,6550.73,7099.6,7453.11,7675.58,7893.72,7998.77,8085.59,8213.11,8252.28,8253.08,8266.26,8244.96,8237.13,8242.71,8241.6,8331.63,8370.91,8365.55,8397.5,8435.2,8521.82,8504.53,8555.67,8649.11,9062.31,9120.32,8960.21,8629.25,8379.06,8220.77,8005.47,7833,7668.08,7697.67,7546.23,7501.44,7740.74625,371555.82
NSW,2016/4/20,3,0,16.7,25.5,21.1,6.4,7453.93,7236.11,7033.35,6835.97,6598.72,6310.4,6064.52,5930.2,5837.42,5881.56,5945.52,6214.9,6502.92,7051.01,7462.99,7670.98,7928.41,8090.76,8169.85,8216.5,8261.09,8299.19,8315.09,8254.66,8239.39,8270.14,8329.26,8403.83,8403.91,8515.44,8584.46,8599.63,8681.33,8665.72,8710.23,8760.79,9115.84,9143.72,8886.14,8573.73,8390.43,8158.06,8009.04,7799.52,7690.37,7709.06,7564.56,7497.47,7755.585833,372268.12
NSW,2016/4/21,4,0,17.3,24.5,20.9,0,7424.57,7212.46,7036.83,6828.53,6641.69,6295.54,6118.26,6021.1,5892.44,5944.09,6065.02,6328.69,6620.59,7119.95,7483.8,7714.19,7946.72,8169.33,8232.7,8361.87,8373.77,8457.22,8460.21,8470.98,8458.65,8497.18,8503.36,8535.74,8545.47,8592.44,8638.98,8674.22,8714.12,8762.26,8903.57,8883.59,9282.79,9267.73,9139.74,8840.4,8664.41,8376.95,8192.62,7965.93,7748.12,7796.33,7631.53,7575.85,7862.761042,377412.53
NSW,2016/4/22,5,0,17.1,25.9,21.5,0,7535.25,7328.53,7155.59,6908.91,6659.25,6391.74,6164.5,6049.17,6021.02,5991.34,6089.25,6356.54,6631.05,7104.99,7363.85,7620.83,7936.06,8166.07,8271,8444.13,8518.93,8672.75,8689.66,8623.41,8552.43,8531.31,8570.15,8594.75,8613.32,8587.03,8488.17,8504.78,8481.62,8507.28,8581.55,8603.69,8846.04,8791.58,8595.03,8348.49,8173.84,7901.75,7769.13,7615.14,7442.05,7548.25,7414.3,7438.42,7774.873333,373193.92
NSW,2016/4/23,6,0,16.2,20.2,18.2,7.2,7366.63,7199.73,6990.51,6765.07,6522.13,6253.08,5992.16,5888.03,5785.86,5739.04,5742.33,5811.05,5963.68,6225.52,6387.11,6627.26,6967.71,7271.12,7437.18,7558.1,7447.2,7507.63,7448.81,7363.08,7336.57,7304.65,7283.95,7224.87,7161.26,7176.72,7180.24,7182.24,7276.92,7400.35,7609.51,7792.99,8118.23,8175.8,8003.78,7712.38,7493.31,7334.75,7190.32,7075.99,7032.53,7096.88,6975.01,6949.52,7028.099792,337348.79
NSW,2016/4/24,7,0,15.3,23.1,19.2,3.6,6852.51,6646.4,6488.33,6302.17,6115.58,5915.48,5762.17,5641.04,5575.57,5570.43,5587.66,5643.59,5684.53,5875.93,5972.43,6217.47,6435.08,6709.64,6877.73,7039.03,7075.43,7075.23,7008.6,6938.36,6895.32,6891.79,6861.73,6797.19,6788.76,6823.01,6870.64,6886.98,6984.88,7133.72,7278.98,7488.82,7938.4,8095.27,7971.76,7706.59,7461.52,7384.44,7253.93,7122.93,7025.91,7069.06,7008.42,6970.54,6744.187083,323720.98
NSW,2016/4/25,1,1,13.1,22.8,17.95,0,6863.64,6637.24,6439.18,6292.94,6134.64,5879.2,5738.57,5629.09,5620.38,5601.27,5666.79,5729.29,5822.54,5936.64,6084.56,6186.43,6359.86,6552.7,6651.53,6819.66,6778.18,6853.72,6806.34,6787.17,6775.96,6808.5,6830.03,6763.87,6781.52,6801.23,6853.15,6968.17,7087.21,7268.23,7429.76,7733.94,8243.46,8326.38,8190.45,7906.01,7638.74,7508.68,7366.97,7208.05,7133.74,7173.6,7114.97,7101.7,6768.455833,324885.88
NSW,2016/4/26,2,0,14.2,23.7,18.95,0,7046.75,6901.39,6777.09,6636.95,6444.06,6149.04,5989.93,5875.87,5787.73,5818.08,5864.7,6150.69,6539.54,7035.8,7580.95,7836.87,8067.28,8164.81,8107.57,8169.5,8134.94,8135.6,8082.27,8139.53,8151.53,8136.03,8150.26,8214.11,8206.62,8253.48,8235.9,8254.68,8290.98,8377.22,8537.22,8695.78,9105.77,9115.41,8964.15,8669.6,8429.74,8280.87,8008.16,7824.41,7559.57,7643.73,7476.76,7416.15,7654.897292,367435.07
